platform,n,feature,median,q1,q3
hermes_skill,10283,posdep_dep_dative,0.0,0.0,0.0
hermes_skill,10283,posdep_dep_dep,0.0053475935828877,0.0,0.010598366601923571
hermes_skill,10283,posdep_dep_det,0.03546099290780142,0.01225741830474521,0.06462905254349027
hermes_skill,10283,posdep_dep_dobj,0.05547169811320755,0.03972938041153393,0.06930693069306931
hermes_skill,10283,posdep_dep_expl,0.0,0.0,0.0
hermes_skill,10283,posdep_dep_intj,0.0,0.0,0.0
hermes_skill,10283,posdep_dep_mark,0.0031545741324921135,0.0,0.009287925696594427
hermes_skill,10283,posdep_dep_meta,0.0,0.0,0.0
hermes_skill,10283,posdep_dep_neg,0.002976190476190476,0.0,0.008955223880597015
hermes_skill,10283,posdep_dep_nmod,0.018481317798312576,0.009174311926605505,0.034877181050043164
hermes_skill,10283,posdep_dep_npadvmod,0.007575757575757576,0.003436426116838488,0.014492753623188406
hermes_skill,10283,posdep_dep_nsubj,0.0392156862745098,0.026294183735200066,0.05279268898194729
hermes_skill,10283,posdep_dep_nsubjpass,0.0,0.0,0.004728132387706856
hermes_skill,10283,posdep_dep_nummod,0.008379888268156424,0.0016722408026755853,0.017391304347826087
hermes_skill,10283,posdep_dep_oprd,0.0,0.0,0.0
hermes_skill,10283,posdep_dep_parataxis,0.0,0.0,0.0018083182640144665
hermes_skill,10283,posdep_dep_pcomp,0.0023014959723820483,0.0,0.005673760133630688
hermes_skill,10283,posdep_dep_pobj,0.05405405405405406,0.0394241683504538,0.0665163042372709
hermes_skill,10283,posdep_dep_poss,0.0016750418760469012,0.0,0.005714285714285714
hermes_skill,10283,posdep_dep_preconj,0.0,0.0,0.0
hermes_skill,10283,posdep_dep_predet,0.0,0.0,0.0
hermes_skill,10283,posdep_dep_prep,0.0614406779661017,0.04672897196261682,0.07462686567164178
hermes_skill,10283,posdep_dep_prt,0.0,0.0,0.0018165319254248473
hermes_skill,10283,posdep_dep_punct,0.20356612184249628,0.16783216783216784,0.2422907488986784
hermes_skill,10283,posdep_dep_quantmod,0.0,0.0,0.0
hermes_skill,10283,posdep_dep_relcl,0.002421307506053269,0.0,0.00625
hermes_skill,10283,posdep_dep_xcomp,0.003838771593090211,0.0,0.007633587786259542
hermes_skill,10283,lex_mtld,92.08406919139006,59.87972158424185,136.0
hermes_skill,10283,lex_hdd,0.8590837688939547,0.7975456508463552,0.8972802377132911
hermes_skill,10283,lex_zipf_mean,4.354149377593359,4.044705882352941,4.541151919866442
hermes_skill,10283,dict_hedge_per_1k,0.0,0.0,5.845178695431281
hermes_skill,10283,dict_booster_per_1k,3.401360544217687,0.0,8.064516129032258
hermes_skill,10283,dict_hype_per_1k,0.0,0.0,0.0
hermes_skill,10283,dict_negation_per_1k,5.961251862891207,0.0,13.82488479262673
hermes_skill,10283,dict_conditional_per_1k,0.0,0.0,6.960556844547564
hermes_skill,10283,dict_conditional_clauses_per_sentence,0.0,0.0,0.10416666666666667
hermes_skill,10283,dict_second_person_per_1k,0.0,0.0,4.387890270012168
hermes_skill,10283,dict_cross_reference_per_1k,0.0,0.0,0.0
hermes_skill,10283,dict_plain_replacement_per_1k,9.852216748768473,2.2857411548348,17.341040462427745
hermes_skill,10283,coh_lemma_overlap_adj,0.047624600981870935,0.029749238737143913,0.07322002742744696
openclaw_skill,26120,struct_heading_count,11.0,7.0,20.0
openclaw_skill,26120,struct_max_heading_depth,3.0,2.0,3.0
openclaw_skill,26120,struct_code_char_ratio,0.13962634591111223,0.0,0.38231239642924125
openclaw_skill,26120,struct_list_item_ratio,0.25,0.14285714285714285,0.45
openclaw_skill,26120,struct_table_count,0.0,0.0,0.0
openclaw_skill,26120,struct_prose_ratio,0.5465820894777496,0.31693239075181884,0.6939852890343515
openclaw_skill,26120,struct_frontmatter_field_count,0.0,0.0,0.0
openclaw_skill,26120,struct_line_count,100.0,48.0,197.0
openclaw_skill,26120,struct_inline_code_char_ratio,0.05115498133945279,0.01029371271829483,0.11058928521157094
openclaw_skill,26120,struct_ordered_list_ratio,0.03305785123966942,0.0,0.10483870967741936
openclaw_skill,26120,struct_bullet_list_ratio,0.1875,0.1,0.3333333333333333
openclaw_skill,26120,struct_external_ref_count,0.0,0.0,1.0
openclaw_skill,26120,struct_named_section_present,0.0,0.0,1.0
openclaw_skill,26120,struct_name_format_valid,0.0,0.0,0.0
openclaw_skill,26120,struct_long_paragraph_ratio,0.01818181818181818,0.0,0.0625
openclaw_skill,26120,fm_desc_present,0.0,0.0,0.0
openclaw_skill,26120,fm_desc_tokens,0.0,0.0,0.0
openclaw_skill,26120,fm_desc_when_clause,0.0,0.0,0.0
openclaw_skill,26120,fm_desc_or_count,0.0,0.0,0.0
openclaw_skill,26120,fm_desc_wildcard_per_token,0.0,0.0,0.0
openclaw_skill,26120,desc_tokens,230.0,104.0,477.0
openclaw_skill,26120,desc_unique_tokens,131.0,66.0,229.0
openclaw_skill,26120,desc_proportion_unique_tokens,0.5619047619047619,0.46989940952798803,0.6490475326560232
openclaw_skill,26120,desc_characters,1230.0,563.0,2526.25
openclaw_skill,26120,desc_sentences,10.0,4.0,24.0
openclaw_skill,26120,desc_token_length_mean,5.052631578947368,4.690241439015006,5.530864197530864
openclaw_skill,26120,desc_token_length_median,4.0,4.0,5.0
openclaw_skill,26120,desc_token_length_std,3.0117905054025784,2.733824051370823,3.5781697195798143
openclaw_skill,26120,desc_sentence_length_mean,19.25,14.333333333333334,30.666666666666668
openclaw_skill,26120,desc_sentence_length_median,14.0,11.0,19.5
openclaw_skill,26120,desc_sentence_length_std,13.918950660512907,7.016186455242842,25.012605577617677
openclaw_skill,26120,desc_syllables_per_token_mean,1.5035211267605635,1.4015223941132162,1.627303734971545
openclaw_skill,26120,desc_syllables_per_token_median,1.0,1.0,1.0
openclaw_skill,26120,desc_syllables_per_token_std,0.8337904543797573,0.7185659859157243,0.9651781096402198
openclaw_skill,26120,read_flesch_reading_ease,56.929485887096774,40.991983149158784,68.28142332478934
openclaw_skill,26120,read_flesch_kincaid_grade,10.006666666666671,7.690511033681764,14.832788088583769
openclaw_skill,26120,read_smog,11.355314616198918,9.642632912329528,13.884599142746282
openclaw_skill,26120,read_gunning_fog,12.731440802072774,9.91955803364407,17.82968726743513
openclaw_skill,26120,read_automated_readability_index,12.730819112627984,9.198189496118403,19.217148379847043
openclaw_skill,26120,read_coleman_liau_index,12.383673469387755,10.081413705906964,15.257546693589095
openclaw_skill,26120,read_lix,50.34946236559139,41.606206314689466,64.56393442622951
openclaw_skill,26120,read_rix,5.52760736196319,3.8,9.8
openclaw_skill,26120,syn_mean_dependency_distance,2.766167540601313,2.477122919861291,3.1820644443917634
openclaw_skill,26120,syn_dependency_distance_std,0.9204128490296248,0.6420426329698244,1.2258400324002552
openclaw_skill,26120,syn_prop_adjacent_dependency_relation_mean,0.46211893156321626,0.44009598135528655,0.48809523809523814
openclaw_skill,26120,syn_prop_adjacent_dependency_relation_std,0.07126217244707092,0.05021458883989419,0.08940192720961299
openclaw_skill,26120,coh_first_order_coherence,0.47989731416350506,0.40601917462689535,0.581985520134712
openclaw_skill,26120,coh_second_order_coherence,0.4445126061186646,0.3761733128223568,0.5463674929189055
