source,n,feature,median,q1,q3
slop_stub,5147,posdep_pos_PUNCT,0.16,0.13636363636363635,0.2
slop_stub,5147,posdep_pos_SCONJ,0.0,0.0,0.0
slop_stub,5147,posdep_pos_SYM,0.0,0.0,0.0
slop_stub,5147,posdep_pos_VERB,0.08333333333333333,0.05,0.1111111111111111
slop_stub,5147,posdep_pos_X,0.0,0.0,0.0
slop_stub,5147,posdep_dep_ROOT,0.07692307692307693,0.06451612903225806,0.09090909090909091
slop_stub,5147,posdep_dep_acl,0.0,0.0,0.0
slop_stub,5147,posdep_dep_acomp,0.0,0.0,0.0
slop_stub,5147,posdep_dep_advcl,0.0,0.0,0.0
slop_stub,5147,posdep_dep_advmod,0.0,0.0,0.0
slop_stub,5147,posdep_dep_agent,0.038461538461538464,0.03225806451612903,0.045454545454545456
slop_stub,5147,posdep_dep_amod,0.03571428571428571,0.0,0.058823529411764705
slop_stub,5147,posdep_dep_appos,0.0,0.0,0.0
